"","shenduxuexidata.belong","shenduxuexidata.X","shenduxuexidata.name","shenduxuexidata.location","shenduxuexidata.salary","shenduxuexidata.require","shenduxuexidata.time","shenduxuexidata.company","shenduxuexidata.companysituation","shenduxuexidata.companyintro","shenduxuexidata.tags","jiqixuexidata.belong","jiqixuexidata.X","jiqixuexidata.name","jiqixuexidata.location","jiqixuexidata.salary","jiqixuexidata.require","jiqixuexidata.time","jiqixuexidata.company","jiqixuexidata.companysituation","jiqixuexidata.companyintro","jiqixuexidata.tags","tuxiangchulidata.belong","tuxiangchulidata.X","tuxiangchulidata.name","tuxiangchulidata.location","tuxiangchulidata.salary","tuxiangchulidata.require","tuxiangchulidata.time","tuxiangchulidata.company","tuxiangchulidata.companysituation","tuxiangchulidata.companyintro","tuxiangchulidata.tags","tuxiangshibiedata.belong","tuxiangshibiedata.X","tuxiangshibiedata.name","tuxiangshibiedata.location","tuxiangshibiedata.salary","tuxiangshibiedata.require","tuxiangshibiedata.time","tuxiangshibiedata.company","tuxiangshibiedata.companysituation","tuxiangshibiedata.companyintro","tuxiangshibiedata.tags","yuyinshibiedata.belong","yuyinshibiedata.X","yuyinshibiedata.name","yuyinshibiedata.location","yuyinshibiedata.salary","yuyinshibiedata.require","yuyinshibiedata.time","yuyinshibiedata.company","yuyinshibiedata.companysituation","yuyinshibiedata.companyintro","yuyinshibiedata.tags","jiqishijuedata.belong","jiqishijuedata.X","jiqishijuedata.name","jiqishijuedata.location","jiqishijuedata.salary","jiqishijuedata.require","jiqishijuedata.time","jiqishijuedata.company","jiqishijuedata.companysituation","jiqishijuedata.companyintro","jiqishijuedata.tags","suanfagongchengshidata.belong","suanfagongchengshidata.X","suanfagongchengshidata.name","suanfagongchengshidata.location","suanfagongchengshidata.salary","suanfagongchengshidata.require","suanfagongchengshidata.time","suanfagongchengshidata.company","suanfagongchengshidata.companysituation","suanfagongchengshidata.companyintro","suanfagongchengshidata.tags","ziranyuyanchulidata.belong","ziranyuyanchulidata.X","ziranyuyanchulidata.name","ziranyuyanchulidata.location","ziranyuyanchulidata.salary","ziranyuyanchulidata.require","ziranyuyanchulidata.time","ziranyuyanchulidata.company","ziranyuyanchulidata.companysituation","ziranyuyanchulidata.companyintro","ziranyuyanchulidata.tags"
"225","shenduxuexidata",225,"深度学习算法工程师（技术）","北京·望京","30k-60k","经验3-5年/本科","2019-03-15","一起科技","移动互联网,教育/D轮及以上/500-2000人","“独角兽,待遇好”","/节日礼物/岗位晋升/扁平管理/领导好/","jiqixuexidata",225,"机器学习算法专家(FKF0827)","北京·万柳","30k-50k","经验3-5年/硕士","2019-03-13","北京铭泰金科信息技术有限公司","金融,数据服务/B轮/500-2000人","“弹性工作、六险一金、餐补，年假”","/带薪年假/午餐补助/股票期权/绩效奖金/","tuxiangchulidata",225,"图像算法高级工程师","北京·海淀区","25k-50k","经验3-5年/本科","1天前发布","字节跳动","移动互联网,数据服务/C轮/2000人以上","“六险一金，弹性工作，免费三餐，扁平管理，职业大牛，团队氛围好”","/后端/","tuxiangshibiedata",225,"AI工程师","成都·武侯区","15k-20k","经验3-5年/大专","11:31发布","创立科技","移动互联网,硬件/上市公司/500-2000人","“系统安全”","/人工智能/机器学习/","yuyinshibiedata",225,"识别类产品测试工程师","杭州·文一路","8k-16k","经验1-3年/本科","2天前发布","虹软","移动互联网,信息安全/D轮及以上/500-2000人","“优秀导师，完善福利”","/年底双薪/绩效奖金/定期体检/带薪年假/","jiqishijuedata",225,"视觉设计","上海·杨浦区","10k-15k","经验3-5年/本科","10:42发布","CloudChef","企业服务,数据服务/B轮/50-150人","“扁平化管理；带薪年假；团建旅游”","/品牌/","suanfagongchengshidata",225,"算法工程师（金融研究中心）","杭州·西溪","15k-25k","经验1-3年/硕士","1天前发布","同花顺","金融,电子商务/上市公司/2000人以上","“量化 策略研究”","/金融/机器学习/NLP/","ziranyuyanchulidata",225,"自然语言处理工程师","北京·学院路","15k-20k","经验应届毕业生/硕士","10:27发布","Gridsum 国双","数据服务,企业服务/上市公司/500-2000人","“六险一金、奖金丰厚、技术牛人多”","/节日礼物/年底双薪/带薪年假/午餐补助/"
"226","shenduxuexidata",226,"深度学习（视觉）工程师","北京·朝阳区","15k-30k","经验1-3年/不限","2天前发布","HoloMatic","移动互联网,硬件/天使轮/150-500人","“全年14薪；带薪年假；饭补；班车”","/Linux/Unix/C++/","jiqixuexidata",226,"高级/资深机器学习/数据挖掘/策略工程师","上海·张江","15k-30k","经验不限/本科","10:45发布","百度","移动互联网,数据服务/不需要融资/2000人以上","“免费早晚餐，大平台”","/云计算/","tuxiangchulidata",226,"图像测量技术工程师","北京·朝阳区","20k-38k","经验3-5年/本科","2天前发布","必要商城","电子商务/不需要融资/150-500人","“盈利平台,电商独角兽,千万用户”","/大数据/算法/图像处理/建模/","tuxiangshibiedata",226,"产品经理","深圳·深圳湾","15k-30k","经验5-10年/本科","10:48发布","竹间智能科技(上海)有限公司","移动互联网,其他/B轮/150-500人","“高效团队,发展前景大,带薪年假,期权激励”","/产品设计/产品策划/","yuyinshibiedata",226,"图像识别算法实习生","北京·中关村","2k-4k","经验应届毕业生/硕士","2019-03-14","数据堂","数据服务,分类信息/B轮/150-500人","“弹性工作，周末双休”","/深度学习/机器学习/图像处理/","jiqishijuedata",226,"视觉设计师","北京·紫竹桥","10k-20k","经验1-3年/本科","12:02发布","微博动漫","文化娱乐/C轮/150-500人","“带薪年假,六险一金,大平台,晋升空间大”","/创意/","suanfagongchengshidata",226,"算法工程师","北京·海淀区","20k-30k","经验应届毕业生/本科","1天前发布","字节跳动","移动互联网,数据服务/C轮/2000人以上","“扁平管理，职业大牛，晋升空间，团队氛围好”","/扁平管理/弹性工作/大厨定制三餐/就近租房补贴/","ziranyuyanchulidata",226,"NLP工程师（机器学习/文本挖掘）","北京·上地","30k-60k","经验1-3年/本科","2天前发布","贝壳","移动互联网,O2O/D轮及以上/2000人以上","“15薪,13天年假,免费三餐,期权激励”","/数据仓库/数据挖掘/数据处理/"
"227","shenduxuexidata",227,"1111UU-深度学习图像算法工程师（南京）","南京·雨花台区","12k-22k","经验3-5年/本科","00:00发布","平安科技","金融/不需要融资/2000人以上","“五险一金,绩效奖金,带薪年假,定期体检”","/金融/大数据/人工智能/","jiqixuexidata",227,"机器学习","深圳·南油","20K-40K","经验不限/本科","2019-02-18","环球易购","电子商务/上市公司/2000人以上","“机器学习”","/大数据/算法/数据挖掘/","tuxiangchulidata",227,"ZBBU-图像处理算法工程师","北京·大望路","20k-40k","经验不限/本科","2天前发布","酷狗音乐","移动互联网,文化娱乐/上市公司/500-2000人","“六险一金,绩效奖金,13薪,餐补等”","/直播/","tuxiangshibiedata",227,"深度学习算法工程师","上海·浦东新区","25k-50k","经验1-3年/硕士","18:00发布","海深科技","移动互联网,电子商务/A轮/15-50人","“年底多薪 技术大牛 学术氛围好 成长迅速”","/计算机视觉/","yuyinshibiedata",227,"图像识别工程师","武汉·东湖新技术开发区","6k-12k","经验不限/不限","2019-03-01","唯理科技","企业服务/不需要融资/15-50人","“博士带队,发展空间好,项目棒”","/人工智能/深度学习/图像处理/算法/","jiqishijuedata",227,"视觉设计","北京·万泉河","10k-20k","经验1-3年/本科","10:39发布","Trusfort芯盾时代","移动互联网,信息安全/C轮/150-500人","“五险一金 年终奖金”","/高薪/股票期权/内荐重奖/餐补话补/","suanfagongchengshidata",227,"算法工程师","北京·西三旗","15k-25k","经验3-5年/本科","1天前发布","格灵深瞳","企业服务,数据服务/C轮/150-500人","“六险一金 弹性工作 餐补”","/移动互联网/信息安全/人工智能/机器学习/深度学习/","ziranyuyanchulidata",227,"NLP专家","北京·中关村","40k-60k","经验5-10年/本科","2天前发布","好未来","移动互联网,教育/上市公司/2000人以上","“年终奖,五险一金”","/人工智能/"
"228","shenduxuexidata",228,"深度学习算法工程师","北京·海淀区","20k-25k","经验1-3年/本科","2天前发布","华生恒业","医疗健康,移动互联网/C轮/500-2000人","“季度加薪，周末双休，工作时间弹性制”","/工具软件/部门管理/高级技术管理/","jiqixuexidata",228,"机器学习算法实习生-AI Lab","北京·海淀区","2k-4k","经验不限/本科","1天前发布","字节跳动","移动互联网,数据服务/C轮/2000人以上","“免费三餐，租房补贴，休闲下午茶，扁平管理”","/扁平管理/弹性工作/大厨定制三餐/就近租房补贴/","tuxiangchulidata",228,"图像算法工程师","深圳·南山区","10k-15k","经验3-5年/本科","2019-02-18","TCL研究院","移动互联网,企业服务/上市公司/150-500人","“五险一金；周末双休；上市公司；午餐补助；”","/图像处理/建模/","tuxiangshibiedata",228,"算法工程师","佛山·顺德区","20k-40k","经验3-5年/本科","16:41发布","博智林机器人公司","移动互联网,人工智能/上市公司/500-2000人","“大牛云集，15薪”","/人工智能/","yuyinshibiedata",228,"图像识别算法","深圳·南山医院","30k-60k","经验5-10年/硕士","16:17发布","欢雀科技","企业服务,移动互联网/A轮/50-150人","“研发实力强 企业增速大”","/智能硬件/深度学习/图像处理/","jiqishijuedata",228,"视觉设计师","北京·朝阳区","6k-10k","经验1-3年/不限","10:31发布","橘子娱乐","移动互联网,文化娱乐/B轮/150-500人","“七险一金、部门团建、节日福利”","/媒体/","suanfagongchengshidata",228,"算法工程师","北京·学院路","25k-50k","经验3-5年/硕士","1天前发布","慧安金科","人工智能,数据服务/A轮/50-150人","“六险一金 弹性工作 零食供应 免费早午餐”","/机器学习/深度学习/建模/","ziranyuyanchulidata",228,"自然语言处理工程师","广州·南沙区","10k-20k","经验3-5年/硕士","17:10发布","中科院广州软件所","移动互联网,数据服务/不需要融资/150-500人","“五险一金 年终奖金 免费班车 全勤奖”","/大数据/数据挖掘/数据分析/"
"229","shenduxuexidata",229,"深度学习算法工程师","武汉·东湖新技术开发区","15k-30k","经验1-3年/硕士","2天前发布","极目","移动互联网,硬件/A轮/50-150人","“发展前景好 扁平管理 六险一金”","/汽车/计算机视觉/图像处理/","jiqixuexidata",229,"商业平台-资深机器学习研究员","北京·五道口","40k-60k","经验3-5年/硕士","2天前发布","搜狗","移动互联网,数据服务/上市公司/2000人以上","“技术氛围好,数据量级大”","/深度学习/数据挖掘/","tuxiangchulidata",229,"图像算法工程师","北京·中关村","10k-20k","经验不限/硕士","1天前发布","嘉恒图像","其他/不需要融资/50-150人","“发展前景”","/图像处理/","tuxiangshibiedata",229,"算法工程师（OCR）","上海·龙华","25k-40k","经验1-3年/硕士","14:07发布","天壤智能","移动互联网,企业服务/A轮/50-150人","“AI,人工智能,城市大脑”","/图像处理/人工智能/","yuyinshibiedata",229,"深度学习算法工程师-图像/语音","深圳·福田区","30k-60k","经验3-5年/硕士","14:26发布","前海无极","移动互联网/未融资/15-50人","“深圳/上海,深度学习,计算机视觉,语音识别”","/移动互联网/","jiqishijuedata",229,"视觉设计师","北京·朝阳区","15k-20k","经验5-10年/不限","10:20发布","蕾蕾美颜","移动互联网医疗健康/不需要融资/500-2000人","“五险一金,绩效奖金,年终奖,五星办公”","/年底双薪/绩效奖金/带薪年假/交通补助/","suanfagongchengshidata",229,"算法工程师","深圳·南山区","15k-30k","经验1-3年/硕士","1天前发布","风变科技（深圳）有限公司","移动互联网,教育/A轮/150-500人","“技术氛围,前沿技术,团队年轻,团队专业”","/数据挖掘/数据分析/","ziranyuyanchulidata",229,"客服算法/NLP算法工程师","成都·机投桥","20k-35k","经验1-3年/硕士","14:26发布","四川弘和集团","移动互联网/A轮/150-500人","“人工智能行业”","/人工智能/语音识别/"
"230","shenduxuexidata",230,"图像视觉/深度学习算法工程师","北京·朝阳门","20k-40k","经验不限/硕士","09:59发布","roobo","移动互联网/B轮/150-500人","“人工智能,独角兽,工程师文化”","/人工智能/机器学习/计算机视觉/","jiqixuexidata",230,"【实习】统计与机器学习算法实习生","北京·小西天","3k-4k","经验不限/本科","1天前发布","盛和资讯","移动互联网,企业服务/A轮/15-50人","“专家指导、模型算法落地、转正机会”","/建模/","tuxiangchulidata",230,"图像算法研发工程师","北京·海淀区","16k-30k","经验3-5年/硕士","2019-03-06","宙心科技","硬件/A轮/15-50人","“成长空间大,前沿技术,团队氛围好,带薪年假”","/嵌入式/","tuxiangshibiedata",230,"大数据工程师（机器学习、数据仓库）","成都·四川大学","10k-20k","经验3-5年/大专","13:50发布","顶呱呱","金融/上市公司/2000人以上","“大平台,双休,包吃,非外包”","/算法/数据架构/","yuyinshibiedata",230,"语音合成工程师","苏州·吴中区","15k-25k","经验1-3年/硕士","17:42发布","意能通","移动互联网/B轮/50-150人","“优秀团队 周末双休 五险一金 扁平管理”","/深度学习/算法/","jiqishijuedata",230,"视觉设计师 (MJ000257)","广州·瑞宝","7k-12k","经验1-3年/本科","10:07发布","铂涛旅行","移动互联网,旅游/不需要融资/500-2000人","“健身房；五险一金；旅游基金；弹性上下班”","/App设计/UI/","suanfagongchengshidata",230,"算法工程师（用户方向） (MJ000082)","杭州·长河","20k-40k","经验3-5年/本科","1天前发布","垂衣","电子商务,数据服务/A轮/150-500人","“五险一金，18薪，双休，氛围简单”","/电商/人工智能/","ziranyuyanchulidata",230,"NLP算法专家","北京·北京大学","40k-80k","经验5-10年/硕士","20:56发布","太古代科技","区块链,人工智能/B轮/50-150人","“福利待遇优厚！”","/带薪年假/年底双薪/股票期权/年终分红/"
"231","shenduxuexidata",231,"深度学习算法工程师（模型压缩裁剪方向）","深圳·西乡","11k-22k","经验1-3年/本科","2天前发布","深知未来","其他/天使轮/15-50人","“工作氛围好， 发展空间大，技术大牛多”","/人工智能/","jiqixuexidata",231,"机器学习开发工程师","杭州·滨江区","10k-20k","经验1-3年/本科","09:51发布","浙大中控信息","数据服务,硬件/不需要融资/500-2000人","“弹性工作,福利待遇好,工作氛围好,技术驱”","/云计算/大数据/深度学习/算法/","tuxiangchulidata",231,"图像处理算法工程师","成都·高新区","15k-30k","经验不限/本科","1天前发布","Camera360","移动互联网/B轮/150-500人","“产品 福利 待遇 平台 妹纸”","/部门管理/技术管理/","tuxiangshibiedata",231,"机器学习/深度学习算法工程师","北京·上地","15k-30k","经验1-3年/硕士","12:00发布","深思考人工智能机器人","移动互联网,企业服务/A轮/50-150人","“弹性工时、核心岗位、AI”","/其他/建模/","yuyinshibiedata",231,"高级图像识别算法工程师","广州·员村","20k-30k","经验不限/硕士","2天前发布","星舆科技","移动互联网,数据服务/A轮/50-150人","“高速成长,扁平化,行业前景佳,科研氛围”","/大数据/地图/图像处理/机器学习/深度学习/","jiqishijuedata",231,"视觉设计师（实习岗）","南京·玄武区","2k-4k","经验应届毕业生/本科","10:06发布","扇贝","移动互联网,教育/B轮/150-500人","“氛围好,团队棒,个人成长快”","/教育/UI/","suanfagongchengshidata",231,"算法工程师","杭州·西溪","25k-40k","经验1-3年/本科","1天前发布","蜂融网络","移动互联网,金融/A轮/150-500人","“发展迅速,全员持股,国外旅游,自由打卡”","/互联网金融/","ziranyuyanchulidata",231,"nlp 算法工程师","北京·北京大学","25k-50k","经验3-5年/本科","2019-03-16","香侬科技","企业服务,数据服务/A轮/50-150人","“团队背景强硬，提供中晚餐，从1-N。”","/软件开发/ERP/"
"232","shenduxuexidata",232,"深度学习算法工程师（杭州）","杭州·三墩","12k-16k","经验不限/本科","2天前发布","Obsbot寻影","硬件,其他/天使轮/15-50人","“风口浪尖,五险一金,高额奖金,期权奖励”","/人工智能/机器学习/模式识别/","jiqixuexidata",232,"机器学习专家","北京·亦庄","30k-50k","经验3-5年/硕士","2019-03-05","和兴健康科技","移动互联网,数据服务/A轮/15-50人","“专业”","/人工智能/","tuxiangchulidata",232,"图像算法高级工程师","北京·海淀区","28k-50k","经验3-5年/本科","2天前发布","字节跳动","移动互联网,数据服务/C轮/2000人以上","“团队氛围好，包三餐下午茶”","/图像处理/计算机视觉/","tuxiangshibiedata",232,"算法工程师(优化与调度)","北京·亮马桥","30k-40k","经验5-10年/硕士","11:57发布","北京超盟数据科技有限公司","数据服务,企业服务/A轮/50-150人","“六险一金，周末双休，弹性考勤，发展空间大”","/企业服务/建模/机器学习/人工智能/","yuyinshibiedata",232,"语音算法","北京·上地","25k-50k","经验1-3年/硕士","2019-03-11","第四范式","移动互联网/B轮/500-2000人","“人工智能,大牛超多,晋升空间,各种福利”","/机器学习/","jiqishijuedata",232,"视觉设计师","上海·虹梅路","10k-20k","经验1-3年/不限","10:04发布","土著游","旅游/C轮/150-500人","“来你想不到的土著游，做你没试过的工作！”","/App设计/UI/","suanfagongchengshidata",232,"算法工程师","合肥·蜀山区","12k-24k","经验3-5年/硕士","1天前发布","飞常准","移动互联网/A轮/150-500人","“六险一金,周末双休,年终奖金,咖啡水果”","/旅游/机器学习/深度学习/NLP/图像处理/","ziranyuyanchulidata",232,"NLP自然语言处理","上海·浦江","25k-50k","经验1-3年/硕士","09:37发布","泛微","移动互联网,企业服务/上市公司/2000人以上","“上市公司,免费三餐,五险一金,周末双休”","/机器学习/深度学习/语音识别/"
"233","shenduxuexidata",233,"深度学习算法工程师（实习）","北京·学院路","6k-10k","经验1年以下/本科","1天前发布","群星科技","移动互联网/不需要融资/15-50人","“精英团队,扁平管理,行业前沿”","/人工智能/机器学习/","jiqixuexidata",233,"机器学习研究员","北京·五道口","5k-10k","经验应届毕业生/硕士","1天前发布","平方和投资","金融/不需要融资/15-50人","“发展前景好，同事关系和谐，工作环境优越”","/深度学习/数据挖掘/","tuxiangchulidata",233,"图像算法工程师","杭州·市心北路","15k-30k","经验不限/硕士","2019-03-13","城市大数据","移动互联网/未融资/50-150人","“园林式办公环境、和博士一起工作”","/大数据/机器学习/人工智能/图像处理/计算机视觉/","tuxiangshibiedata",233,"建图与定位资深算法专家-无人车","北京·望京","35k-65k","经验5-10年/硕士","11:15发布","美团点评","移动互联网,O2O/上市公司/2000人以上","“技术大牛”","/机器学习/图像处理/","yuyinshibiedata",233,"语音算法工程师（技术平台2019校招）","北京·望京","10k-20k","经验应届毕业生/不限","2019-03-15","一起科技","移动互联网,教育/D轮及以上/500-2000人","“带薪年假,环境好”","/教育/","jiqishijuedata",233,"视觉设计师","深圳·大冲","14k-17k","经验3-5年/本科","09:54发布","掌众集团","移动互联网,金融/C轮/500-2000人","“餐补 年终奖”","/移动互联网/UI/","suanfagongchengshidata",233,"算法工程师","北京·海淀区","25k-50k","经验1-3年/硕士","2天前发布","脸球（北京）科技有限公司","移动互联网,旅游/A轮/15-50人","“扁平管理 氛围年轻 发展迅速 明星产品”","/移动互联网/社交/","ziranyuyanchulidata",233,"自然语言处理高级专家","北京·望京","45k-60k","经验5-10年/本科","2019-02-26","美团点评","移动互联网,O2O/上市公司/2000人以上","“大牛云集,前沿技术,弹性工作,核心部门”","/机器学习/深度学习/NLP/算法/"
"234","shenduxuexidata",234,"【海外AI招聘】深度学习语音算法","广州·番禺区","30k-60k","经验不限/硕士","2019-03-13","欢聚时代（YY Inc）","移动互联网/上市公司/2000人以上","“平台大,福利多”","/人工智能/语音合成/","jiqixuexidata",234,"机器学习","北京·马驹桥","20k-40k","经验1-3年/本科","2019-03-15","北京武明群达商贸有限公司","电子商务/B轮/150-500人","“能力ok，薪资无上限”","/建模/数据挖掘/","tuxiangchulidata",234,"图像算法工程师","深圳·龙华新区","20k-30k","经验1-3年/硕士","2019-03-05","智影医疗","医疗健康/A轮/15-50人","“创业公司”","/股票期权/专项奖金/带薪年假/免费班车/","tuxiangshibiedata",234,"算法工程师","上海·漕宝路","20k-40k","经验不限/不限","10:15发布","上海知墨","教育/不需要融资/50-150人","“氛围活跃,技术大牛,弹性工作,不打卡”","/人工智能/图像处理/","yuyinshibiedata",234,"AI语音产品实习生","杭州·西溪","2k-4k","经验不限/本科","2019-03-08","涂鸦智能","移动互联网,硬件/C轮/500-2000人","“行业前景好 成长空间大 弹性工作”","/其他/","jiqishijuedata",234,"视觉设计师","深圳·南头","6k-10k","经验1-3年/大专","09:47发布","有伴科技","移动互联网,教育/C轮/150-500人","“IP品牌,有爱团队,周末双休,福利多多”","/教育/移动互联网/创意/平面/品牌/","suanfagongchengshidata",234,"算法工程师（银行）-00787","上海·斜土路","15k-25k","经验3-5年/本科","13:44发布","同盾科技","信息安全,数据服务/C轮/500-2000人","“五险一金,带薪年假,弹性工作,商业保险”","/银行/机器学习/搜索/NLP/","ziranyuyanchulidata",234,"自然语言处理工程师","杭州·西湖","25k-50k","经验3-5年/硕士","09:12发布","杭州数睿科技","医疗健康,移动互联网/A轮/50-150人","“技术前沿,福利多多,海外平台,免费零食”","/人工智能/NLP/"
"235","shenduxuexidata",235,"深度学习实习生","上海·徐汇区","7k-8k","经验应届毕业生/本科","11:21发布","思核科技","人工智能/B轮/50-150人","“技术驱动,高薪,大牛团队,氛围好”","/机器学习/算法/计算机视觉/","jiqixuexidata",235,"机器学习/深度学习工程师","深圳·购物公园","10k-20k","经验3-5年/本科","2019-03-14","海万科技","移动互联网,金融/不需要融资/500-2000人","“交通便利,新技术,环境好,环境优美”","/大数据/移动互联网/NLP/算法/数据挖掘/","tuxiangchulidata",235,"图像视觉算法","北京·北京大学","35k-50k","经验3-5年/本科","2019-03-14","旷视科技","移动互联网,硬件/C轮/500-2000人","“福利丰厚，发展前景巨好”","/人工智能/图像处理/计算机视觉/","tuxiangshibiedata",235,"机器视觉工程师","成都·武侯区","15k-30k","经验3-5年/本科","09:49发布","成都睿码科技有限责任公司（KANKAN AI）","移动互联网,数据服务/上市公司/150-500人","“六险一金、年底双薪、年终绩效、多重福利”","/C++/","yuyinshibiedata",235,"休闲语音主持（不露脸）","武汉·洪山区","5k-8k","经验不限/不限","2019-02-23","武汉则天","游戏/未融资/50-150人","“包住宿 晋升空间 生日福利”","/游戏/社交/","jiqishijuedata",235,"视觉设计师","杭州·古墩路","6k-11k","经验1-3年/大专","09:39发布","婚礼纪","移动互联网,O2O/C轮/500-2000人","“六险一金,双休,扁平化结构”","/电商/UI/","suanfagongchengshidata",235,"算法工程师","杭州·西溪","20k-35k","经验3-5年/本科","1天前发布","惠借科技","移动互联网/天使轮/50-150人","“弹性工作,五险一金,发展空间广,福利好”","/移动互联网/互联网金融/机器学习/人工智能/","ziranyuyanchulidata",235,"NLP算法工程师","上海·普陀区","20k-30k","经验1-3年/硕士","2019-03-12","晓信科技","移动互联网,教育/B轮/150-500人","“六险一金、月度/年终绩效奖金、年度体检”","/工具软件/大数据/"
"236","shenduxuexidata",236,"深度学习实习生","上海·浦东新区","10k-20k","经验应届毕业生/硕士","18:00发布","海深科技","移动互联网,电子商务/A轮/15-50人","“年底多薪 技术大牛 名校名公司”","/云计算/人工智能/NLP/计算机视觉/模式识别/","jiqixuexidata",236,"大数据开发工程师 - 机器学习方向","北京·清河","20k-40k","经验不限/本科","1天前发布","小米","移动互联网/D轮及以上/2000人以上","“MIOT”","/大数据/","tuxiangchulidata",236,"图像算法工程师","重庆·渝北区","9k-15k","经验1-3年/硕士","2019-03-04","原像科技","硬件,人工智能/未融资/15-50人","“双休+五险+14个月+带薪年假+过节福利”","/图像处理/深度学习/","tuxiangshibiedata",236,"深度学习算法工程师","杭州·长河","20k-40k","经验1-3年/本科","09:41发布","杭州智团","医疗健康/不需要融资/50-150人","“智慧医疗,深度学习,医疗图像”","/软件开发/ERP/","yuyinshibiedata",236,"AI科学家（语音，视觉，NLP，机器学习01595","上海·斜土路","50k-100k","经验不限/硕士","13:44发布","同盾科技","信息安全,数据服务/C轮/500-2000人","“大牛组队 丰富数据 期权激励”","/计算机视觉/语音识别/","jiqishijuedata",236,"视觉设计师","广州·元岗","8k-12k","经验3-5年/本科","09:32发布","悦跑圈","移动互联网/C轮/150-500人","“五险一金，周末双休，公司氛围好”","/体育/移动互联网/","suanfagongchengshidata",236,"工程算法工程师","上海·浦东新区","25k-50k","经验3-5年/本科","13:25发布","趣头条","移动互联网/上市公司/500-2000人","“平均16薪,六险一金,餐补”","/Golang/","ziranyuyanchulidata",236,"NLP算法实习生","北京·海淀区","28k-45k","经验不限/本科","1天前发布","字节跳动","移动互联网,数据服务/C轮/2000人以上","“六险一金，弹性工作，免费三餐，租房补贴，扁平管理，过亿用户，职业大牛，晋升空间，团队氛围好”","/扁平管理/弹性工作/大厨定制三餐/就近租房补贴/"
"237","shenduxuexidata",237,"深度学习实习生","上海·南京西路","5k-8k","经验应届毕业生/硕士","2019-02-27","狗尾草智能科技","移动互联网,O2O/B轮/150-500人","“方向前沿，发展潜力大，成长速度快。”","/语音识别/NLP/语音合成/","jiqixuexidata",237,"机器学习资深算法工程师（多模态学习）","北京·中关村","25k-50k","经验1-3年/硕士","1天前发布","小鹏汽车","移动互联网,硬件/B轮/2000人以上","“发展空间大，年底双薪，午餐补贴”","/汽车/","tuxiangchulidata",237,"图像处理算法工程师","杭州·江干区","20k-40k","经验应届毕业生/本科","2天前发布","ULSee","移动互联网,文化娱乐/A轮/50-150人","“大牛带领,AI落地,国际化”","/视频/人工智能/计算机视觉/模式识别/","tuxiangshibiedata",237,"高级c++开发工程师","合肥·高新区","15k-25k","经验3-5年/本科","09:27发布","图麟科技","移动互联网,硬件/A轮/50-150人","“人工智能行业 发展快 了解前沿技术”","/云计算/大数据/Linux/Unix/","yuyinshibiedata",237,"图像识别算法工程师","深圳·福田区","15k-30k","经验3-5年/本科","16:45发布","蚁穴数字营销","广告营销,社交网络/不需要融资/15-50人","“五险一金,周末双休”","/机器学习/图像处理/模式识别/","jiqishijuedata",237,"机器人兼职老师","深圳·园岭","5k-6k","经验应届毕业生/大专","1天前发布","云端教育","教育/未融资/15-50人","“就近安排上课地点 高薪 时间自由”","/教育/","suanfagongchengshidata",237,"TEG03-算法工程师","北京·中关村","20k-40k","经验1-3年/硕士","11:01发布","腾讯","移动互联网,游戏/上市公司/2000人以上","“大数据,新产品,大平台”","/移动互联网/大数据/","ziranyuyanchulidata",237,"自然语言算法工程师（NLP）","北京·西二旗","25k-50k","经验3-5年/本科","18:58发布","作业帮","移动互联网,教育/D轮及以上/2000人以上","“晋升空间,三餐”","/股票期权/免费三餐/打车报销/14薪/"
